PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,
322,103292969,4409,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
323,103293068,3947,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,Active,,,,3.2,AC50,=,3200,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
324,103293612,34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,Unspecified,,,,25.9998,AC50,=,25999.8,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
325,103295174,5665,C=CC(CCC(=O)O)N,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
326,103296891,33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
327,103298252,71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,15.4999,AC50,=,15499.9,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
328,103298252,71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
329,103298252,71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
330,103301275,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
331,103301299,4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
332,103303660,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
333,103303661,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
334,103303757,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
335,103303845,3033226,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
336,103304009,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,16,AC50,=,16000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
337,103304083,2474,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
338,103304259,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
339,103304450,5356,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
340,103304476,3487,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
341,103304486,5323714,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
342,103304585,37632,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
343,103305076,3332,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
344,103305814,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
345,103305895,65906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
346,103306382,2099,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
347,103306510,4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
348,103307946,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
349,103308470,5429,CN1C=NC2=C1C(=O)NC(=O)N2C,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
350,103311042,42890,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
351,103312672,248,C[N+](C)(C)CC(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
352,103314903,216416,C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,Active,,,,1.6,AC50,=,1600,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
353,103316990,5464343,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
354,103321204,6256,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
355,103321496,5284513,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,Active,,,,9.7,AC50,=,9700,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
356,103327334,34870,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
357,103330746,5282230,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
358,103331360,456255,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O,Active,,,,1.5,AC50,=,1500,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
359,103331451,41781,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
360,103333717,2780,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
361,103338073,387447,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
362,103338617,6230,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
363,103338831,148192,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,Unspecified,,,,28.2001,AC50,=,28200.1,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
364,103339305,92400,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
365,103339676,15541,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
366,103340993,4649,C1=CC(=C(C=C1N)O)C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
367,103341118,5995,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Active,,,,7,AC50,=,7000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
368,103343183,60835,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
369,103346351,60857,CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
370,103349381,610479,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
371,103353725,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
372,103357947,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
373,103358193,4935,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
374,103358745,4633,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
375,103359097,2482,CCCCOC(=O)C1=CC=C(C=C1)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
376,103363597,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
377,103366083,11273,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,Unspecified,,,,18.9998,AC50,=,18999.8,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
378,103367425,20824,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
379,103367920,39941,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
380,103370789,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
381,103371832,5318,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,,,,2.7,AC50,=,2700,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
382,103374556,5284514,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
383,103376561,3752,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
384,103378057,2266,C(CCCC(=O)O)CCCC(=O)O,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
385,103378362,5587,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
386,103381239,5284537,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
387,103383455,5281718,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
388,103383937,4418,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,Unspecified,,,,12.9999,AC50,=,12999.9,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
389,103389223,5152,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
390,103390862,60164,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
391,103395493,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
392,103396795,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
393,103397964,5284583,CC[C@@H](C(=O)N)N1CCCC1=O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
394,103399308,2132,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
395,103400691,51348,CCC(C)(C(=O)OCC)OC1=CC=C(C=C1)CC2=CC=C(C=C2)Cl,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
396,103400982,2169,CC1=C(C=C(C=C1)C(CNCCOC2=CC=CC=C2OC)O)S(=O)(=O)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
397,103400985,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
398,103401015,44112,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,Unspecified,,,,10.5167,AC50,=,10516.7,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
399,103401109,441074,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
400,103401138,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,Active,,,,0.86,AC50,=,860,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
401,103401513,65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
402,103404067,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
403,103406516,451417,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)N,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
404,103406649,3406,CC1=CNN=C1,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
405,103407759,4916,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
406,103409544,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
407,103410961,4260,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
408,103411217,4915,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,Unspecified,,,,10,AC50,>,10000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
409,103412696,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Active,,,,3.873,AC50,=,3873,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
410,103415182,4820,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3,Unspecified,,,,30,AC50,>,30000,nM,Summarised AC50 (mean value for measurements with a relation sign =; largest value for measurements with relation sign >)
